title,audience_rating,genre,critic_rating,runtime,votes,gross,year
"Para Sempre, Talvez...",7.1,"Comedy, Drama, Romance",59,112 min,170554,"31,973,840",2008
Vestida Para Casar,6.1,"Comedy, Romance",47,111 min,170528,"76,808,654",2008
A Múmia: O Túmulo do Imperador Dragão,5.2,"Action, Adventure, Fantasy",31,112 min,167400,"102,491,776",2008
The Heroes,8.4,"Animation, Drama, History",N/A,30 min,167233,N/A,2008
Marley & Eu,7.0,"Drama, Family",53,111 min,164027,"143,153,751",2008
Ponyo à Beira-Mar,7.6,"Animation, Adventure, Comedy",86,101 min,154147,"15,090,400",2008
Resistentes,7.1,"Action, Drama, History",58,137 min,153065,"28,644,813",2008
Ponto de Mira,6.6,"Action, Crime, Drama",40,90 min,152735,"72,266,306",2008
Horton e o Mundo dos Quem,6.8,"Animation, Adventure, Comedy",71,86 min,147002,"154,529,439",2008
"Grande Moca, Meu! A Fuga",6.5,"Adventure, Comedy",57,114 min,140250,"38,087,366",2008
Os Estranhos,6.1,"Horror, Mystery, Thriller",47,86 min,137698,"52,597,610",2008
Bronson,7.0,"Action, Crime, Drama",71,92 min,137510,"104,792",2008
10.000 AC,5.1,"Action, Adventure, Drama",34,109 min,134011,"94,784,201",2008
Dúvida,7.5,"Drama, Mystery",68,104 min,133868,"33,422,556",2008
Saw 5 - A Sucessão,5.8,"Horror, Thriller",20,92 min,130597,"56,746,769",2008
Max Payne,5.3,"Action, Crime, Drama",31,100 min,128704,"40,689,393",2008
Viagem ao Centro da Terra,5.8,"Action, Adventure, Family",57,93 min,128347,"101,704,370",2008
Austrália,6.6,"Adventure, Drama, Romance",53,165 min,127541,"49,554,002",2008
O Sexo e a Cidade,5.7,"Comedy, Drama, Romance",53,145 min,125255,"152,647,258",2008
Os Reis da Rua,6.8,"Action, Crime, Thriller",55,109 min,118194,"26,418,667",2008
A Outra Bolena,6.7,"Biography, Drama, History",50,115 min,117415,"26,814,957",2008
A Onda,7.6,"Drama, Thriller",N/A,107 min,112759,N/A,2008
Espelhos,6.1,"Horror, Mystery",35,110 min,111382,"30,691,439",2008
Star Wars: The Clone Wars,8.4,"Animation, Action, Adventure",N/A,23 min,111028,N/A,2008
Frost/Nixon,7.7,"Biography, Drama, History",80,122 min,110842,"18,593,156",2008
Uns Espartanos do Pior,2.8,"Comedy, Fantasy",9,87 min,110421,"38,233,676",2008
O Reino Proibido,6.5,"Action, Adventure, Fantasy",57,104 min,108243,"52,075,270",2008
Até ao Último Combate,6.5,"Action, Drama, Sport",39,113 min,104623,"24,850,922",2008
Mártires,7.0,Horror,N/A,99 min,101694,N/A,2008
As Crónicas de Spiderwick,6.5,"Action, Adventure, Drama",62,96 min,100177,"71,195,053",2008
Histórias para Adormecer,6.0,"Adventure, Comedy, Family",33,99 min,99215,"110,101,975",2008
Babylon A.D.,5.5,"Action, Adventure, Sci-Fi",26,90 min,97556,"22,532,572",2008
"Sinédoque, Nova Iorque",7.5,Drama,67,124 min,95820,"3,081,925",2008
Nick and Norah Playlist Infinita,6.6,"Comedy, Drama, Music",64,90 min,94469,"31,487,293",2008
Um Desastre de Filme,1.9,"Comedy, Sci-Fi",15,87 min,93562,"14,190,901",2008
Ficheiros Secretos: Quero Acreditar,5.9,"Crime, Drama, Horror",47,104 min,93046,"20,982,478",2008
Por Favor Rebobine,6.4,Comedy,52,102 min,92842,"11,169,531",2008
The Inbetweeners,8.4,Comedy,N/A,25 min,91807,N/A,2008
O Lago Perfeito,6.7,"Horror, Thriller",65,91 min,90819,"5,824",2008
A Dupla Face da Lei,6.0,"Crime, Mystery, Thriller",36,101 min,90752,"40,081,410",2008
Sacanas Sem Lei,8.3,"Adventure, Drama, War",69,153 min,1520290,"120,540,719",2009
Avatar,7.9,"Action, Adventure, Fantasy",83,162 min,1359264,"760,507,625",2009
Up: Altamente,8.3,"Animation, Adventure, Comedy",88,96 min,1087518,"293,004,164",2009
A Ressaca,7.7,Comedy,73,100 min,819180,"277,322,503",2009
Distrito 9,7.9,"Action, Sci-Fi, Thriller",81,112 min,701419,"115,646,235",2009
Sherlock Holmes,7.6,"Action, Adventure, Mystery",57,128 min,654475,"209,028,679",2009
Star Trek,7.9,"Action, Adventure, Sci-Fi",82,127 min,613694,"257,730,019",2009
Bem-vindo à Zombieland,7.6,"Action, Comedy, Horror",73,88 min,602618,"75,590,286",2009
Harry Potter e o Príncipe Misterioso,7.6,"Action, Adventure, Family",78,153 min,572973,"301,959,197",2009
Watchmen: Os Guardiões,7.6,"Action, Drama, Mystery",56,162 min,568775,"107,509,799",2009
(500) Dias com Summer,7.7,"Comedy, Drama, Romance",76,95 min,538838,"32,391,374",2009
X-Men Origens: Wolverine,6.5,"Action, Sci-Fi",40,107 min,520063,"179,883,157",2009
Uma Família Muito Moderna,8.5,"Comedy, Drama, Romance",N/A,22 min,460166,N/A,2009
Transformers - Retaliação,5.9,"Action, Adventure, Sci-Fi",35,149 min,420912,"402,111,870",2009
3 Idiots,8.4,"Comedy, Drama",67,170 min,417117,"6,532,908",2009
2012,5.8,"Action, Adventure, Sci-Fi",49,158 min,389521,"166,112,167",2009
Exterminador Implacável: A Salvação,6.5,"Action, Adventure, Sci-Fi",49,115 min,371627,"125,322,469",2009
Moon - O Outro Lado da Lua,7.8,"Drama, Mystery, Sci-Fi",67,97 min,369513,"5,009,677",2009
Um Sonho Possível,7.6,"Biography, Drama, Sport",53,129 min,350735,"255,959,475",2009
Nas Nuvens,7.4,"Comedy, Drama, Romance",83,109 min,344394,"83,823,381",2009
A Proposta,6.7,"Comedy, Drama, Romance",48,108 min,343817,"163,958,031",2009
Diários do Vampiro,7.7,"Drama, Fantasy, Horror",N/A,43 min,337268,N/A,2009
Inimigos Públicos,7.0,"Action, Biography, Crime",70,140 min,312259,"97,104,620",2009
Um Cidadão Exemplar,7.4,"Action, Crime, Drama",34,109 min,310106,"73,343,413",2009
Anjos e Demónios,6.7,"Action, Mystery, Thriller",48,138 min,303333,"133,375,846",2009
Velozes e Furiosos,6.5,"Action, Crime, Thriller",46,107 min,302746,"155,064,265",2009
Hachiko - Amigo para Sempre,8.1,"Biography, Drama, Family",N/A,93 min,299923,N/A,2009
A Saga Twilight: Lua Nova,4.8,"Adventure, Drama, Fantasy",44,130 min,293410,"296,623,634",2009
Community,8.5,Comedy,N/A,22 min,282113,N/A,2009
Parks and Recreation,8.6,Comedy,N/A,22 min,276229,N/A,2009
A Idade do Gelo 3: Despertar dos Dinossauros,6.9,"Animation, Adventure, Comedy",50,94 min,256699,"196,573,705",2009
O Fantástico Senhor Raposo,7.9,"Animation, Adventure, Comedy",83,87 min,255135,"21,002,919",2009
Coraline e a Porta Secreta,7.7,"Animation, Drama, Family",80,100 min,249884,"75,286,229",2009
Chovem Almôndegas,6.9,"Animation, Adventure, Comedy",66,90 min,248456,"124,870,275",2009
A Estrada,7.2,"Drama, Thriller",64,111 min,248318,"56,692",2009
Órfã,7.0,"Horror, Mystery, Thriller",42,123 min,243278,"41,596,251",2009
Sinais do Futuro,6.2,"Action, Mystery, Sci-Fi",41,121 min,242526,"79,957,634",2009
Sr. Ninguém,7.7,"Drama, Fantasy, Romance",63,141 min,241116,"3,600",2009
ABC da Sedução,6.4,"Comedy, Romance",28,96 min,226034,"88,915,214",2009
Millennium 1 - Os Homens que Odeiam as Mulheres,7.8,"Crime, Drama, Mystery",76,152 min,220623,"10,095,170",2009
O Segredo dos Seus Olhos,8.2,"Drama, Mystery, Romance",80,129 min,216592,"6,391,436",2009
"És o Maior, Meu!",7.0,"Comedy, Romance",70,105 min,213446,"71,440,011",2009
G.I. Joe - O Ataque dos Cobra,5.7,"Action, Adventure, Sci-Fi",32,118 min,212930,"152,267,519",2009
Até ao Inferno,6.6,Horror,83,99 min,211932,"42,100,625",2009
"17 Anos, Outra Vez!",6.4,"Comedy, Drama, Fantasy",48,102 min,210406,"64,167,069",2009
"À Noite, no Museu 2",6.0,"Adventure, Comedy, Family",42,105 min,206699,"177,243,721",2009
Assalto ao Metro 123,6.4,"Action, Crime, Thriller",55,106 min,203958,"65,452,312",2009
Hagane no renkinjutsushi,9.1,"Animation, Action, Adventure",N/A,24 min,184507,N/A,2009
Mary and Max.,8.1,"Animation, Comedy, Drama",N/A,92 min,182780,N/A,2009
Ele Não Está Assim Tão Interessado,6.4,"Comedy, Drama, Romance",47,129 min,179167,"93,953,653",2009
Os Substitutos,6.3,"Action, Sci-Fi, Thriller",45,89 min,178443,"38,577,772",2009
Visto do Céu,6.6,"Drama, Fantasy, Thriller",42,135 min,175780,"43,818,839",2009
Monstros vs. Aliens,6.4,"Animation, Action, Adventure",56,94 min,171269,"198,351,526",2009
Castle,8.1,"Comedy, Crime, Drama",N/A,43 min,169327,N/A,2009
Adventureland,6.8,"Comedy, Drama, Romance",76,107 min,165443,"16,025,394",2009
Underworld: A Revolta,6.5,"Action, Fantasy, Thriller",44,92 min,164994,"45,802,315",2009
Invictus,7.3,"Action, Adventure, Biography",74,134 min,164797,"37,491,364",2009
Archer,8.6,"Animation, Action, Comedy",N/A,22 min,161213,N/A,2009
A Princesa e o Sapo,7.1,"Animation, Adventure, Comedy",73,97 min,158439,"104,400,899",2009
Pandorum - Universo Paralelo,6.7,"Action, Horror, Mystery",28,108 min,156160,"10,330,853",2009
Ligações Perigosas,7.1,"Crime, Drama, Mystery",64,127 min,156026,"37,017,955",2009
Crank 2: Alta Voltagem,6.1,"Action, Crime, Thriller",41,96 min,155428,"13,630,226",2009
A Mulher do Viajante no Tempo,7.1,"Comedy, Drama, Fantasy",47,107 min,155207,"63,414,846",2009
Glee,6.8,"Comedy, Drama, Music",N/A,44 min,152913,N/A,2009
Parnassus - O Homem Que Queria Enganar o Diabo,6.8,"Adventure, Comedy, Fantasy",65,123 min,152313,"7,689,607",2009
Brüno,5.9,Comedy,54,81 min,151983,"60,054,530",2009
Um Homem Sério,7.0,"Comedy, Drama",88,106 min,147095,"9,190,525",2009
A Invenção da Mentira,6.3,"Comedy, Fantasy, Romance",58,100 min,146109,"18,439,082",2009
9,7.0,"Animation, Action, Adventure",60,79 min,144356,"31,743,332",2009
O Corpo de Jennifer,5.4,"Comedy, Horror",47,102 min,143912,"16,204,793",2009
Entre Irmãos,7.1,"Drama, Thriller, War",58,105 min,138980,"28,501,651",2009
Jogo,5.7,"Action, Sci-Fi, Thriller",27,95 min,138081,"20,488,579",2009
Apanha-me Se Puderes,8.2,"Comedy, Crime, Drama",N/A,40 min,137025,N/A,2009
Uma Outra Educação,7.3,Drama,85,100 min,136734,"12,574,715",2009
Homens Que Matam Cabras só com o Olhar,6.2,"Comedy, War",54,94 min,135790,"32,428,195",2009
Daybreakers - O Último Vampiro,6.4,"Action, Horror, Sci-Fi",57,98 min,132693,"30,101,577",2009
Anticristo,6.5,"Drama, Horror, Thriller",49,108 min,132558,"397,070",2009
Julie & Julia,7.0,"Biography, Drama, Romance",66,123 min,125735,"94,125,426",2009
Lie to Me - O Rosto da Mentira,8.0,"Crime, Drama, Mystery",N/A,43 min,124637,N/A,2009
Triângulo,6.9,"Fantasy, Mystery, Sci-Fi",N/A,99 min,124306,N/A,2009
Um Conto de Natal,6.8,"Animation, Adventure, Comedy",55,96 min,123623,"137,855,863",2009
Gente Gira,6.3,"Comedy, Drama",60,146 min,122260,"51,855,045",2009
O Exame,6.8,"Crime, Horror, Mystery",N/A,101 min,121736,N/A,2009
Saw 6 - Jogos Mortais,6.0,"Horror, Mystery, Thriller",30,90 min,118112,"27,693,292",2009
Um Homem Singular,7.5,"Crime, Drama, Romance",77,99 min,115862,"9,166,863",2009
O Segurança do Shopping,5.2,"Action, Comedy, Crime",39,91 min,114650,"20,819,129",2009
Precious,7.3,Drama,78,110 min,114363,"47,566,524",2009
O Barco do Rock,7.3,"Comedy, Drama, Music",58,135 min,114320,"7,994,115",2009
Push - Os Poderosos,6.1,"Action, Sci-Fi, Thriller",36,111 min,114228,"31,806,100",2009
Sexta-Feira 13,5.5,"Horror, Mystery, Thriller",34,97 min,113081,"65,002,019",2009
Terapia Para Casais,5.5,Comedy,23,113 min,112513,"109,205,660",2009
Noivas em Guerra,5.5,"Comedy, Romance",24,89 min,112431,"58,715,510",2009
O Último Destino 3D,5.1,"Horror, Thriller",30,82 min,111527,"66,477,700",2009
O Sítio das Coisas Selvagens,6.7,"Adventure, Drama, Family",71,101 min,107289,"77,233,467",2009
Misfits,8.2,"Comedy, Drama, Fantasy",N/A,60 min,104980,N/A,2009
Canino,7.2,"Drama, Thriller",73,97 min,102661,"110,248",2009
Ano Um,4.9,Comedy,34,97 min,101499,"43,337,279",2009
Um Profeta,7.8,"Crime, Drama",90,155 min,100767,"2,084,637",2009
Splice - Mutante,5.8,"Horror, Sci-Fi",66,104 min,100379,"16,999,046",2009
Eu Amo-te Phillip Morris,6.6,"Biography, Comedy, Crime",65,102 min,98367,"2,035,566",2009
A Origem,8.8,"Action, Adventure, Sci-Fi",74,148 min,2461652,"292,576,195",2010
Shutter Island,8.2,"Mystery, Thriller",63,138 min,1391061,"128,012,934",2010
The Walking Dead,8.1,"Drama, Horror, Thriller",N/A,44 min,1043437,N/A,2010
Sherlock,9.1,"Crime, Drama, Mystery",N/A,88 min,964798,N/A,2010
Toy Story 3,8.3,"Animation, Adventure, Comedy",92,103 min,867680,"415,004,880",2010
Homem de Ferro 2,6.9,"Action, Sci-Fi",57,124 min,847323,"312,433,331",2010
Cisne Negro,8.0,"Drama, Thriller",79,108 min,798312,"106,954,678",2010
Como Treinares o Teu Dragão,8.1,"Animation, Action, Adventure",75,98 min,773575,"217,581,231",2010
A Rede Social,7.8,"Biography, Drama",95,120 min,734012,"96,962,694",2010
O Discurso do Rei,8.0,"Biography, Drama, History",88,118 min,696497,"138,797,449",2010
Kick-Ass - O Novo Super-Herói,7.6,"Action, Comedy, Crime",66,117 min,581050,"48,071,303",2010
Harry Potter e os Talismãs da Morte: Parte 1,7.7,"Adventure, Family, Fantasy",65,146 min,576684,"295,983,305",2010
Gru: O Maldisposto,7.6,"Animation, Adventure, Comedy",72,95 min,567593,"251,513,985",2010
Entrelaçados,7.7,"Animation, Adventure, Comedy",71,100 min,476731,"200,821,936",2010
Scott Pilgrim Contra o Mundo,7.5,"Action, Comedy, Fantasy",69,112 min,447866,"31,494,270",2010
Alice no País das Maravilhas,6.4,"Adventure, Family, Fantasy",53,108 min,429942,"334,191,110",2010
Ela é Fácil,7.0,"Comedy, Drama, Romance",72,92 min,406220,"58,401,464",2010
A Cidade,7.5,"Crime, Drama, Thriller",74,125 min,405508,"92,186,262",2010
127 Horas,7.5,"Biography, Drama",82,94 min,391385,"18,335,230",2010
The Fighter - Último Round,7.8,"Action, Biography, Drama",79,116 min,380854,"93,617,009",2010
Os Mercenários,6.4,"Action, Adventure, Thriller",45,103 min,356319,"103,068,524",2010
A Tempo e Horas,6.5,"Comedy, Drama",51,95 min,352729,"100,539,043",2010
Indomável,7.6,"Drama, Western",80,110 min,350348,"171,243,005",2010
Tron: O Legado,6.8,"Action, Adventure, Sci-Fi",49,125 min,348542,"172,062,763",2010
O Livro de Eli,6.8,"Action, Adventure, Drama",53,118 min,330155,"94,835,059",2010
Insidious - Insidioso,6.8,"Horror, Mystery, Thriller",52,103 min,328282,"54,009,150",2010
Salt,6.4,"Action, Thriller",65,100 min,324332,"118,311,368",2010
Red: Perigosos,7.0,"Action, Comedy, Crime",60,111 min,317964,"90,380,162",2010
Príncipe da Pérsia: As Areias do Tempo,6.6,"Action, Adventure, Fantasy",50,116 min,298438,"90,759,676",2010
Confronto de Titãs,5.8,"Action, Adventure, Fantasy",39,106 min,288763,"163,214,888",2010
Megamind,7.3,"Animation, Action, Comedy",63,95 min,282235,"148,415,853",2010
Agentes de Reserva,6.6,"Action, Comedy, Crime",64,107 min,280713,"119,219,978",2010
Robin Hood,6.6,"Action, Adventure, Drama",53,140 min,277378,"105,269,730",2010
Soldados da Fortuna,6.7,"Action, Adventure, Crime",47,117 min,265270,"77,222,099",2010
Miúdos e Graúdos,6.0,Comedy,30,102 min,264872,"162,001,186",2010
A Saga Twilight: Eclipse,5.1,"Action, Adventure, Drama",58,124 min,254499,"300,531,751",2010
O Turista,6.0,"Action, Thriller",37,103 min,251430,"67,631,157",2010
Spartacus,8.5,"Action, Adventure, Biography",N/A,55 min,250222,N/A,2010
Predadores,6.4,"Action, Adventure, Fantasy",51,107 min,239097,"52,000,688",2010
Shrek 4: Para Sempre,6.3,"Animation, Adventure, Comedy",58,95 min,217778,"238,371,987",2010
Downton Abbey,8.7,"Drama, Romance",N/A,58 min,216225,N/A,2010
O Amor é o Melhor Remédio,6.7,"Comedy, Drama, Romance",55,112 min,215033,"32,367,005",2010
Blue Valentine - Só Tu e Eu,7.3,"Drama, Romance",81,112 min,205786,"9,737,892",2010
Dia e Noite,6.3,"Action, Adventure, Comedy",46,109 min,205553,"76,423,035",2010
Imparável,6.8,"Action, Thriller",69,98 min,203702,"81,562,942",2010
72 Horas,7.3,"Action, Crime, Drama",52,133 min,202059,"21,148,651",2010
Machete,6.6,"Action, Crime, Thriller",60,105 min,201624,"26,593,646",2010
Karate Kid,6.2,"Action, Drama, Family",61,140 min,197588,"176,591,618",2010
Boardwalk Empire,8.6,"Crime, Drama",N/A,55 min,197492,N/A,2010
Percy Jackson e os Ladrões do Olimpo,5.9,"Adventure, Family, Fantasy",47,118 min,195789,"88,761,720",2010
Incendies - A Mulher que Canta,8.3,"Drama, Mystery, War",80,131 min,188350,"6,857,096",2010
Tucker & Dale Contra o Mal,7.5,"Comedy, Horror",65,89 min,188131,"223,838",2010
"É Muito Rock, Meu!",6.3,"Comedy, Music",65,109 min,183349,"60,974,475",2010
Jacuzzi - O Desastre do Tempo,6.4,"Comedy, Sci-Fi",63,99 min,181822,"50,287,556",2010
Resident Evil: Ressurreição,5.8,"Action, Horror, Sci-Fi",37,96 min,176308,"60,128,566",2010
Pequenas Mentirosas,7.4,"Drama, Mystery, Romance",N/A,44 min,174122,N/A,2010
O Último Airbender,4.0,"Action, Adventure, Family",20,103 min,168605,"131,564,731",2010
Uma Noite Atribulada,6.3,"Comedy, Crime, Romance",56,88 min,168378,"98,711,404",2010
O Escritor Fantasma,7.2,"Crime, Drama, Mystery",77,128 min,168372,"15,541,549",2010
O Aprendiz de Feiticeiro,6.1,"Action, Adventure, Family",46,109 min,167121,"63,150,991",2010
Enterrado,7.0,"Drama, Mystery, Thriller",65,95 min,165791,"1,028,658",2010
As Crónicas de Nárnia: A Viagem do Caminheiro da Alvorada,6.3,"Adventure, Family, Fantasy",53,113 min,161553,"104,386,950",2010
Juntos ao Luar,6.3,"Drama, Romance, War",43,108 min,154715,"80,014,842",2010
O Demónio,6.3,"Horror, Mystery, Thriller",44,80 min,153054,"33,583,175",2010
Lembra-te de Mim,7.1,"Drama, Romance",40,113 min,152540,"19,068,240",2010
Nunca Me Deixes,7.1,"Drama, Romance, Sci-Fi",69,103 min,150220,"2,434,652",2010
Luther,8.4,"Crime, Drama, Mystery",N/A,60 min,150145,N/A,2010
Despojos de Inverno,7.1,"Drama, Mystery",90,100 min,146930,"6,531,503",2010
É Uma Espécie de... Comédia,7.1,"Comedy, Drama, Romance",63,101 min,146359,"6,350,058",2010
Ela é Demais para Mim!,6.4,"Comedy, Romance",46,104 min,141243,"31,584,722",2010
Green Zone: Combate pela Verdade,6.8,"Action, Drama, Thriller",63,115 min,140852,"35,053,660",2010
Eu Vi o Diabo,7.8,"Action, Crime, Thriller",67,144 min,139820,"128,392",2010
É a Vida!,6.5,"Comedy, Drama, Romance",39,115 min,136468,"53,374,681",2010
Os Miúdos Estão Bem,7.0,"Comedy, Drama, Romance",86,106 min,133069,"20,811,365",2010
Ex-Mulher Procura-se,5.5,"Action, Comedy, Romance",22,110 min,132030,"67,061,228",2010
The Crazies - Desconfia dos Teus Vizinhos,6.5,"Horror, Thriller",56,101 min,126425,"39,123,589",2010
Deixa-me Entrar,7.1,"Drama, Fantasy, Horror",79,116 min,125230,"12,134,420",2010
Dia dos Namorados,5.7,"Comedy, Romance",34,125 min,123074,"110,485,654",2010
De Paris com Amor,6.4,"Action, Crime, Thriller",42,92 min,120083,"23,979,741",2010
Rumo à Liberdade,7.3,"Adventure, Drama, History",66,133 min,119985,"2,701,859",2010
The Pacific,8.3,"Action, Adventure, Drama",N/A,530 min,118961,N/A,2010
Não Há Família Pior!,5.5,"Comedy, Romance",27,98 min,116609,"148,383,780",2010
My Name Is Khan,7.9,"Adventure, Drama, Romance",50,165 min,112039,"4,018,695",2010
Justified,8.6,"Action, Crime, Drama",N/A,44 min,111540,N/A,2010
Vingança Rápida,6.4,"Action, Crime, Drama",44,98 min,110595,"23,240,020",2010
A Troca,6.1,"Comedy, Drama, Romance",52,101 min,110088,"27,758,465",2010
Jantar de Idiotas,5.9,Comedy,56,114 min,109543,"73,026,337",2010
Repo Men: Os Cobradores,6.3,"Action, Sci-Fi, Thriller",32,111 min,109461,"13,794,835",2010
O Lobisomem,5.8,"Drama, Fantasy, Horror",43,103 min,109237,"61,979,680",2010
Yip Man 2,7.5,"Action, Biography, Drama",67,108 min,109094,"205,675",2010
Legião,5.3,"Action, Fantasy, Horror",32,100 min,108893,"40,168,080",2010
Tinhas Mesmo Que Ser Tu...,6.4,"Comedy, Romance",33,100 min,108546,"25,918,920",2010
Actividade Paranormal 2,5.7,"Horror, Mystery",53,91 min,107831,"84,752,907",2010
Os Perdedores,6.2,"Action, Adventure, Comedy",44,97 min,105286,"23,580,735",2010
Wall Street: O Dinheiro Nunca Dorme,6.2,Drama,59,133 min,105192,"52,474,616",2010
Cartas para Julieta,6.5,"Adventure, Comedy, Drama",50,105 min,104804,"53,032,453",2010
Hora de Aventuras,8.6,"Animation, Action, Adventure",N/A,11 min,104691,N/A,2010
Pesadelo em Elm Street,5.2,"Crime, Drama, Horror",35,95 min,104606,"63,075,011",2010
Saw 3D - O Capítulo Final,5.5,"Horror, Mystery",24,90 min,103525,"45,710,178",2010
Comer Orar Amar,5.8,"Biography, Drama, Romance",50,133 min,102714,"80,574,010",2010
A Guerra dos Tronos,9.2,"Action, Adventure, Drama",N/A,57 min,2198816,N/A,2011
Harry Potter e os Talismãs da Morte: Parte 2,8.1,"Adventure, Family, Fantasy",85,130 min,915026,"381,011,219",2011
Amigos Improváveis,8.5,"Biography, Comedy, Drama",57,112 min,895578,"13,182,281",2011
Thor,7.0,"Action, Fantasy",57,115 min,879584,"181,030,624",2011
Capitão América: O Primeiro Vingador,6.9,"Action, Adventure, Sci-Fi",66,124 min,875214,"176,654,505",2011
X-Men: O Início,7.7,"Action, Sci-Fi",65,131 min,710648,"146,408,305",2011
Drive - Risco Duplo,7.8,"Action, Drama",78,100 min,679416,"35,061,555",2011
Black Mirror,8.7,"Drama, Mystery, Sci-Fi",N/A,60 min,608886,N/A,2011
Sem Limites,7.4,"Sci-Fi, Thriller",59,105 min,596256,"79,249,455",2011
Piratas das Caraíbas - Por Estranhas Marés,6.6,"Action, Adventure, Fantasy",45,137 min,548389,"241,063,875",2011
Planeta dos Macacos: A Origem,7.6,"Action, Drama, Sci-Fi",68,105 min,545320,"176,760,185",2011
